198,Welche Makronährstoffe sind dir bekannt?,"Fette, Kohlenhydrate, Vitamine",0
198,Welche Makronährstoffe sind dir bekannt?,"Eiweiße, Mineralstoffe, Fette",0
198,Welche Makronährstoffe sind dir bekannt?,"Kohlenhydrate, Eiweiße, Fette",1
199,Welche Mikronährstoffe sind dir bekannt?,"Fette, Mineralstoffe, Kohlenhydrate",0
199,Welche Mikronährstoffe sind dir bekannt?,"Vitamine, Mineralstoffe, Spurenelemente",1
199,Welche Mikronährstoffe sind dir bekannt?,"Spurenelemente, Eiweiße, Mineralstoffe",0
200,Welche physikalischen Kalorienangaben stimmen?,"1g Fett = 9,3 kcal",1
200,Welche physikalischen Kalorienangaben stimmen?,"1g Eiweiß = 5,7 kcal",0
200,Welche physikalischen Kalorienangaben stimmen?,"1g Kohlenhydrate = 4,1 kcal",1
200,Welche physikalischen Kalorienangaben stimmen?,"1g Eiweiß = 4,1 kcal",1
200,Welche physikalischen Kalorienangaben stimmen?,"1g Kohlenhydrate = 5,3 kcal",0
201,Von welchen Faktoren ist der Energiebedarf abhängig?,vom Grundumsatz,1
201,Von welchen Faktoren ist der Energiebedarf abhängig?,vom Arbeitsumsatz,1
201,Von welchen Faktoren ist der Energiebedarf abhängig?,vom Freizeitumsatz,1
201,Von welchen Faktoren ist der Energiebedarf abhängig?,vom Haushaltsumsatz,0
202,Von welchen Faktoren ist der Grundumsatz abhängig?,Alter,1
202,Von welchen Faktoren ist der Grundumsatz abhängig?,Körpergröße,1
202,Von welchen Faktoren ist der Grundumsatz abhängig?,Körpergewicht,1
202,Von welchen Faktoren ist der Grundumsatz abhängig?,Anteil der Muskelmasse,1
202,Von welchen Faktoren ist der Grundumsatz abhängig?,sportliche Aktivität,0
203,Der Weg der Nahrung. Welche Reihenfolge stimmt?,"Mund, Speiseröhre, Magen, Dünndarm, Mastdarm, Dickdarm",0
203,Der Weg der Nahrung. Welche Reihenfolge stimmt?,"Mund, Speiseröhre, Magen, Dünndarm, Dickdarm, Mastdarm",1
203,Der Weg der Nahrung. Welche Reihenfolge stimmt?,"Mund, Speiseröhre, Magen, Mastdarm, Dünndarm, Dickdarm",0
204,Was sind Ursachen für Übergewicht?,Fehl- und Überernährung,1
204,Was sind Ursachen für Übergewicht?,körperliche Inaktivität,1
204,Was sind Ursachen für Übergewicht?,regelmäßiger Nikotin- und Alkoholkonsum ,1
204,Was sind Ursachen für Übergewicht?,Vererbung,1
204,Was sind Ursachen für Übergewicht?,Hormonelle Faktoren,1
205,Was sind Symptome des Metabolischen Syndroms?,starkes Übergewicht,1
